2025-09-11 19:11:20,585 - INFO - ✅ Arduino ready and optimized
2025-09-11 19:11:20,585 - INFO - 🚀 Optimized Robot Controller Initialized
2025-09-11 19:11:20,585 - INFO - 📐 Differential Drive Specifications:
2025-09-11 19:11:20,585 - INFO -    Wheel diameter: 5.0 cm
2025-09-11 19:11:20,585 - INFO -    Wheel base: 15.0 cm
2025-09-11 19:11:20,585 - INFO -    Left motor: 4993 ticks/rev
2025-09-11 19:11:20,585 - INFO -    Right motor: 4966 ticks/rev
2025-09-11 19:11:20,586 - INFO -    Left resolution: 0.031 mm/tick
2025-09-11 19:11:20,586 - INFO -    Right resolution: 0.032 mm/tick
2025-09-11 19:11:20,586 - INFO -    360° turn needs: L=14979 ticks, R=14898 ticks
2025-09-11 19:11:20,586 - INFO - 🔄 High-performance threads started
2025-09-11 19:11:24,009 - INFO - 🔄 Movement: L=-13 ticks (0.4mm), R=-12 ticks (0.4mm), Center=0.4mm, Turn=0.0°
2025-09-11 19:11:54,212 - INFO - 🔄 Movement: L=-17 ticks (0.5mm), R=-14 ticks (0.4mm), Center=0.5mm, Turn=0.0°
2025-09-11 19:11:54,228 - INFO - 🔄 Movement: L=-50 ticks (1.6mm), R=-43 ticks (1.4mm), Center=1.5mm, Turn=0.1°
2025-09-11 19:11:54,248 - INFO - 🔄 Movement: L=-51 ticks (1.6mm), R=-43 ticks (1.4mm), Center=1.5mm, Turn=0.1°
2025-09-11 19:11:54,269 - INFO - 🔄 Movement: L=-51 ticks (1.6mm), R=-42 ticks (1.3mm), Center=1.5mm, Turn=0.1°
2025-09-11 19:11:54,289 - INFO - 🔄 Movement: L=-49 ticks (1.5mm), R=-42 ticks (1.3mm), Center=1.4mm, Turn=0.1°
2025-09-11 19:11:54,310 - INFO - 🔄 Movement: L=-51 ticks (1.6mm), R=-44 ticks (1.4mm), Center=1.5mm, Turn=0.1°
2025-09-11 19:11:54,330 - INFO - 🔄 Movement: L=-51 ticks (1.6mm), R=-44 ticks (1.4mm), Center=1.5mm, Turn=0.1°
2025-09-11 19:11:54,350 - INFO - 🔄 Movement: L=-55 ticks (1.7mm), R=-46 ticks (1.5mm), Center=1.6mm, Turn=0.1°
2025-09-11 19:11:54,372 - INFO - 🔄 Movement: L=-54 ticks (1.7mm), R=-45 ticks (1.4mm), Center=1.6mm, Turn=0.1°
2025-09-11 19:11:54,393 - INFO - 🔄 Movement: L=-57 ticks (1.8mm), R=-46 ticks (1.5mm), Center=1.6mm, Turn=0.1°
2025-09-11 19:11:54,409 - INFO - 🔄 Movement: L=-49 ticks (1.5mm), R=-41 ticks (1.3mm), Center=1.4mm, Turn=0.1°
2025-09-11 19:11:54,430 - INFO - 🔄 Movement: L=-49 ticks (1.5mm), R=-40 ticks (1.3mm), Center=1.4mm, Turn=0.1°
2025-09-11 19:11:54,451 - INFO - 🔄 Movement: L=-46 ticks (1.4mm), R=-37 ticks (1.2mm), Center=1.3mm, Turn=0.1°
2025-09-11 19:11:54,472 - INFO - 🔄 Movement: L=-46 ticks (1.4mm), R=-36 ticks (1.1mm), Center=1.3mm, Turn=0.1°
2025-09-11 19:11:54,492 - INFO - 🔄 Movement: L=-43 ticks (1.4mm), R=-34 ticks (1.1mm), Center=1.2mm, Turn=0.1°
2025-09-11 19:11:54,497 - INFO - 🔄 Movement: L=-13 ticks (0.4mm), R=-11 ticks (0.3mm), Center=0.4mm, Turn=0.0°
2025-09-11 19:11:54,513 - INFO - 🔄 Movement: L=-43 ticks (1.4mm), R=-34 ticks (1.1mm), Center=1.2mm, Turn=0.1°
2025-09-11 19:11:54,518 - INFO - 🔄 Movement: L=-14 ticks (0.4mm), R=-10 ticks (0.3mm), Center=0.4mm, Turn=0.0°
2025-09-11 19:11:54,533 - INFO - 🔄 Movement: L=-39 ticks (1.2mm), R=-32 ticks (1.0mm), Center=1.1mm, Turn=0.1°
2025-09-11 19:11:54,539 - INFO - 🔄 Movement: L=-17 ticks (0.5mm), R=-14 ticks (0.4mm), Center=0.5mm, Turn=0.0°
2025-09-11 19:11:54,554 - INFO - 🔄 Movement: L=-38 ticks (1.2mm), R=-30 ticks (0.9mm), Center=1.1mm, Turn=0.1°
2025-09-11 19:11:54,559 - INFO - 🔄 Movement: L=-16 ticks (0.5mm), R=-13 ticks (0.4mm), Center=0.5mm, Turn=0.0°
2025-09-11 19:11:54,575 - INFO - 🔄 Movement: L=-40 ticks (1.3mm), R=-31 ticks (1.0mm), Center=1.1mm, Turn=0.1°
2025-09-11 19:11:54,583 - INFO - 🔄 Movement: L=-15 ticks (0.5mm), R=-12 ticks (0.4mm), Center=0.4mm, Turn=0.0°
2025-09-11 19:11:54,597 - INFO - 🔄 Movement: L=-38 ticks (1.2mm), R=-29 ticks (0.9mm), Center=1.1mm, Turn=0.1°
2025-09-11 19:11:54,604 - INFO - 🔄 Movement: L=-18 ticks (0.6mm), R=-16 ticks (0.5mm), Center=0.5mm, Turn=0.0°
2025-09-11 19:11:54,615 - INFO - 🔄 Movement: L=-22 ticks (0.7mm), R=-27 ticks (0.9mm), Center=0.8mm, Turn=-0.1°
2025-09-11 19:11:54,620 - INFO - 🔄 Movement: L=-4 ticks (0.1mm), R=-13 ticks (0.4mm), Center=0.3mm, Turn=-0.1°
2025-09-11 19:11:54,632 - INFO - 🔄 Movement: L=0 ticks (-0.0mm), R=-23 ticks (0.7mm), Center=0.4mm, Turn=-0.3°
2025-09-11 19:11:54,642 - INFO - 🔄 Movement: L=5 ticks (-0.2mm), R=-14 ticks (0.4mm), Center=0.1mm, Turn=-0.2°
2025-09-11 19:11:54,652 - INFO - 🔄 Movement: L=10 ticks (-0.3mm), R=-21 ticks (0.7mm), Center=0.2mm, Turn=-0.4°
2025-09-11 19:11:54,663 - INFO - 🔄 Movement: L=7 ticks (-0.2mm), R=-14 ticks (0.4mm), Center=0.1mm, Turn=-0.3°
2025-09-11 19:11:54,673 - INFO - 🔄 Movement: L=10 ticks (-0.3mm), R=-19 ticks (0.6mm), Center=0.1mm, Turn=-0.3°
2025-09-11 19:11:54,684 - INFO - 🔄 Movement: L=9 ticks (-0.3mm), R=-15 ticks (0.5mm), Center=0.1mm, Turn=-0.3°
2025-09-11 19:11:54,694 - INFO - 🔄 Movement: L=13 ticks (-0.4mm), R=-19 ticks (0.6mm), Center=0.1mm, Turn=-0.4°
2025-09-11 19:11:54,700 - INFO - 🔄 Movement: L=12 ticks (-0.4mm), R=-16 ticks (0.5mm), Center=0.1mm, Turn=-0.3°
2025-09-11 19:11:54,710 - INFO - 🔄 Movement: L=15 ticks (-0.5mm), R=-18 ticks (0.6mm), Center=0.0mm, Turn=-0.4°
2025-09-11 19:11:54,721 - INFO - 🔄 Movement: L=15 ticks (-0.5mm), R=-17 ticks (0.5mm), Center=0.0mm, Turn=-0.4°
2025-09-11 19:11:54,731 - INFO - 🔄 Movement: L=18 ticks (-0.6mm), R=-17 ticks (0.5mm), Center=-0.0mm, Turn=-0.4°
2025-09-11 19:11:54,741 - INFO - 🔄 Movement: L=18 ticks (-0.6mm), R=-16 ticks (0.5mm), Center=-0.0mm, Turn=-0.4°
2025-09-11 19:11:54,751 - INFO - 🔄 Movement: L=18 ticks (-0.6mm), R=-16 ticks (0.5mm), Center=-0.0mm, Turn=-0.4°
2025-09-11 19:11:54,767 - INFO - 🔄 Movement: L=24 ticks (-0.8mm), R=-18 ticks (0.6mm), Center=-0.1mm, Turn=-0.5°
2025-09-11 19:11:54,774 - INFO - 🔄 Movement: L=16 ticks (-0.5mm), R=-14 ticks (0.4mm), Center=-0.0mm, Turn=-0.4°
2025-09-11 19:11:54,791 - INFO - 🔄 Movement: L=26 ticks (-0.8mm), R=-18 ticks (0.6mm), Center=-0.1mm, Turn=-0.5°
2025-09-11 19:11:54,792 - INFO - 🔄 Movement: L=11 ticks (-0.3mm), R=-9 ticks (0.3mm), Center=-0.0mm, Turn=-0.2°
2025-09-11 19:11:54,808 - INFO - 🔄 Movement: L=18 ticks (-0.6mm), R=-13 ticks (0.4mm), Center=-0.1mm, Turn=-0.4°
2025-09-11 19:11:54,828 - INFO - 🔄 Movement: L=13 ticks (-0.4mm), R=-7 ticks (0.2mm), Center=-0.1mm, Turn=-0.2°
2025-09-11 19:11:55,234 - INFO - 🔄 Movement: L=16 ticks (-0.5mm), R=-9 ticks (0.3mm), Center=-0.1mm, Turn=-0.3°
2025-09-11 19:11:55,255 - INFO - 🔄 Movement: L=20 ticks (-0.6mm), R=-13 ticks (0.4mm), Center=-0.1mm, Turn=-0.4°
2025-09-11 19:11:55,276 - INFO - 🔄 Movement: L=23 ticks (-0.7mm), R=-15 ticks (0.5mm), Center=-0.1mm, Turn=-0.5°
2025-09-11 19:11:55,296 - INFO - 🔄 Movement: L=25 ticks (-0.8mm), R=-17 ticks (0.5mm), Center=-0.1mm, Turn=-0.5°
2025-09-11 19:11:55,317 - INFO - 🔄 Movement: L=27 ticks (-0.8mm), R=-19 ticks (0.6mm), Center=-0.1mm, Turn=-0.6°
2025-09-11 19:11:55,338 - INFO - 🔄 Movement: L=30 ticks (-0.9mm), R=-18 ticks (0.6mm), Center=-0.2mm, Turn=-0.6°
2025-09-11 19:11:55,359 - INFO - 🔄 Movement: L=29 ticks (-0.9mm), R=-19 ticks (0.6mm), Center=-0.2mm, Turn=-0.6°
2025-09-11 19:11:55,367 - INFO - 🔄 Movement: L=12 ticks (-0.4mm), R=-7 ticks (0.2mm), Center=-0.1mm, Turn=-0.2°
2025-09-11 19:11:55,384 - INFO - 🔄 Movement: L=31 ticks (-1.0mm), R=-19 ticks (0.6mm), Center=-0.2mm, Turn=-0.6°
2025-09-11 19:11:55,384 - INFO - 🔄 Movement: L=13 ticks (-0.4mm), R=-7 ticks (0.2mm), Center=-0.1mm, Turn=-0.2°
2025-09-11 19:11:55,401 - INFO - 🔄 Movement: L=29 ticks (-0.9mm), R=-18 ticks (0.6mm), Center=-0.2mm, Turn=-0.6°
2025-09-11 19:11:55,402 - INFO - 🔄 Movement: L=15 ticks (-0.5mm), R=-8 ticks (0.3mm), Center=-0.1mm, Turn=-0.3°
2025-09-11 19:11:55,417 - INFO - 🔄 Movement: L=32 ticks (-1.0mm), R=-20 ticks (0.6mm), Center=-0.2mm, Turn=-0.6°
2025-09-11 19:11:55,417 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=32, R=-20 (diff=52)
2025-09-11 19:11:55,422 - INFO - 🔄 Movement: L=13 ticks (-0.4mm), R=-9 ticks (0.3mm), Center=-0.1mm, Turn=-0.3°
2025-09-11 19:11:55,438 - INFO - 🔄 Movement: L=31 ticks (-1.0mm), R=-21 ticks (0.7mm), Center=-0.2mm, Turn=-0.6°
2025-09-11 19:11:55,438 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=31, R=-21 (diff=52)
2025-09-11 19:11:55,443 - INFO - 🔄 Movement: L=17 ticks (-0.5mm), R=-10 ticks (0.3mm), Center=-0.1mm, Turn=-0.3°
2025-09-11 19:11:55,459 - INFO - 🔄 Movement: L=30 ticks (-0.9mm), R=-23 ticks (0.7mm), Center=-0.1mm, Turn=-0.6°
2025-09-11 19:11:55,459 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=30, R=-23 (diff=53)
2025-09-11 19:11:55,464 - INFO - 🔄 Movement: L=17 ticks (-0.5mm), R=-12 ticks (0.4mm), Center=-0.1mm, Turn=-0.3°
2025-09-11 19:11:55,480 - INFO - 🔄 Movement: L=29 ticks (-0.9mm), R=-20 ticks (0.6mm), Center=-0.1mm, Turn=-0.6°
2025-09-11 19:11:55,485 - INFO - 🔄 Movement: L=19 ticks (-0.6mm), R=-13 ticks (0.4mm), Center=-0.1mm, Turn=-0.4°
2025-09-11 19:11:55,496 - INFO - 🔄 Movement: L=28 ticks (-0.9mm), R=-19 ticks (0.6mm), Center=-0.1mm, Turn=-0.6°
2025-09-11 19:11:55,507 - INFO - 🔄 Movement: L=19 ticks (-0.6mm), R=-12 ticks (0.4mm), Center=-0.1mm, Turn=-0.4°
2025-09-11 19:11:55,517 - INFO - 🔄 Movement: L=25 ticks (-0.8mm), R=-16 ticks (0.5mm), Center=-0.1mm, Turn=-0.5°
2025-09-11 19:11:55,527 - INFO - 🔄 Movement: L=21 ticks (-0.7mm), R=-12 ticks (0.4mm), Center=-0.1mm, Turn=-0.4°
2025-09-11 19:11:55,538 - INFO - 🔄 Movement: L=27 ticks (-0.8mm), R=-13 ticks (0.4mm), Center=-0.2mm, Turn=-0.5°
2025-09-11 19:11:55,548 - INFO - 🔄 Movement: L=20 ticks (-0.6mm), R=-10 ticks (0.3mm), Center=-0.2mm, Turn=-0.4°
2025-09-11 19:11:55,561 - INFO - 🔄 Movement: L=27 ticks (-0.8mm), R=-10 ticks (0.3mm), Center=-0.3mm, Turn=-0.4°
2025-09-11 19:11:55,572 - INFO - 🔄 Movement: L=22 ticks (-0.7mm), R=-8 ticks (0.3mm), Center=-0.2mm, Turn=-0.4°
2025-09-11 19:11:55,579 - INFO - 🔄 Movement: L=24 ticks (-0.8mm), R=-7 ticks (0.2mm), Center=-0.3mm, Turn=-0.4°
2025-09-11 19:11:55,592 - INFO - 🔄 Movement: L=24 ticks (-0.8mm), R=-3 ticks (0.1mm), Center=-0.3mm, Turn=-0.3°
2025-09-11 19:11:55,598 - INFO - 🔄 Movement: L=15 ticks (-0.5mm), R=0 ticks (-0.0mm), Center=-0.2mm, Turn=-0.2°
2025-09-11 19:11:55,613 - INFO - 🔄 Movement: L=16 ticks (-0.5mm), R=0 ticks (-0.0mm), Center=-0.3mm, Turn=-0.2°
2025-09-11 19:11:55,634 - INFO - 🔄 Movement: L=11 ticks (-0.3mm), R=0 ticks (-0.0mm), Center=-0.2mm, Turn=-0.1°
2025-09-11 19:11:56,001 - INFO - 🔄 Movement: L=-12 ticks (0.4mm), R=8 ticks (-0.3mm), Center=0.1mm, Turn=0.2°
2025-09-11 19:11:56,022 - INFO - 🔄 Movement: L=-16 ticks (0.5mm), R=15 ticks (-0.5mm), Center=0.0mm, Turn=0.4°
2025-09-11 19:11:56,042 - INFO - 🔄 Movement: L=-18 ticks (0.6mm), R=17 ticks (-0.5mm), Center=0.0mm, Turn=0.4°
2025-09-11 19:11:56,062 - INFO - 🔄 Movement: L=-22 ticks (0.7mm), R=22 ticks (-0.7mm), Center=-0.0mm, Turn=0.5°
2025-09-11 19:11:56,083 - INFO - 🔄 Movement: L=-23 ticks (0.7mm), R=20 ticks (-0.6mm), Center=0.0mm, Turn=0.5°
2025-09-11 19:11:56,104 - INFO - 🔄 Movement: L=-25 ticks (0.8mm), R=21 ticks (-0.7mm), Center=0.1mm, Turn=0.6°
2025-09-11 19:11:56,124 - INFO - 🔄 Movement: L=-27 ticks (0.8mm), R=20 ticks (-0.6mm), Center=0.1mm, Turn=0.6°
2025-09-11 19:11:56,145 - INFO - 🔄 Movement: L=-29 ticks (0.9mm), R=22 ticks (-0.7mm), Center=0.1mm, Turn=0.6°
2025-09-11 19:11:56,145 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-29, R=22 (diff=-51)
2025-09-11 19:11:56,162 - INFO - 🔄 Movement: L=-27 ticks (0.8mm), R=23 ticks (-0.7mm), Center=0.1mm, Turn=0.6°
2025-09-11 19:11:56,175 - INFO - 🔄 Movement: L=-12 ticks (0.4mm), R=10 ticks (-0.3mm), Center=0.0mm, Turn=0.3°
2025-09-11 19:11:56,185 - INFO - 🔄 Movement: L=-26 ticks (0.8mm), R=22 ticks (-0.7mm), Center=0.1mm, Turn=0.6°
2025-09-11 19:11:56,191 - INFO - 🔄 Movement: L=-11 ticks (0.3mm), R=9 ticks (-0.3mm), Center=0.0mm, Turn=0.2°
2025-09-11 19:11:56,204 - INFO - 🔄 Movement: L=-20 ticks (0.6mm), R=15 ticks (-0.5mm), Center=0.1mm, Turn=0.4°
2025-09-11 19:11:56,224 - INFO - 🔄 Movement: L=-13 ticks (0.4mm), R=6 ticks (-0.2mm), Center=0.1mm, Turn=0.2°
2025-09-11 19:11:56,606 - INFO - 🔄 Movement: L=17 ticks (-0.5mm), R=-13 ticks (0.4mm), Center=-0.1mm, Turn=-0.4°
2025-09-11 19:11:56,627 - INFO - 🔄 Movement: L=16 ticks (-0.5mm), R=-13 ticks (0.4mm), Center=-0.0mm, Turn=-0.3°
2025-09-11 19:11:57,043 - INFO - 🔄 Movement: L=12 ticks (-0.4mm), R=12 ticks (-0.4mm), Center=-0.4mm, Turn=0.0°
2025-09-11 19:11:57,064 - INFO - 🔄 Movement: L=16 ticks (-0.5mm), R=16 ticks (-0.5mm), Center=-0.5mm, Turn=0.0°
2025-09-11 19:11:57,084 - INFO - 🔄 Movement: L=20 ticks (-0.6mm), R=18 ticks (-0.6mm), Center=-0.6mm, Turn=-0.0°
2025-09-11 19:11:57,105 - INFO - 🔄 Movement: L=22 ticks (-0.7mm), R=20 ticks (-0.6mm), Center=-0.7mm, Turn=-0.0°
2025-09-11 19:11:57,125 - INFO - 🔄 Movement: L=25 ticks (-0.8mm), R=23 ticks (-0.7mm), Center=-0.8mm, Turn=-0.0°
2025-09-11 19:11:57,146 - INFO - 🔄 Movement: L=29 ticks (-0.9mm), R=26 ticks (-0.8mm), Center=-0.9mm, Turn=-0.0°
2025-09-11 19:11:57,169 - INFO - 🔄 Movement: L=33 ticks (-1.0mm), R=27 ticks (-0.9mm), Center=-0.9mm, Turn=-0.1°
2025-09-11 19:11:57,188 - INFO - 🔄 Movement: L=40 ticks (-1.3mm), R=34 ticks (-1.1mm), Center=-1.2mm, Turn=-0.1°
2025-09-11 19:11:57,209 - INFO - 🔄 Movement: L=40 ticks (-1.3mm), R=35 ticks (-1.1mm), Center=-1.2mm, Turn=-0.1°
2025-09-11 19:11:57,229 - INFO - 🔄 Movement: L=43 ticks (-1.4mm), R=38 ticks (-1.2mm), Center=-1.3mm, Turn=-0.1°
2025-09-11 19:11:57,249 - INFO - 🔄 Movement: L=44 ticks (-1.4mm), R=39 ticks (-1.2mm), Center=-1.3mm, Turn=-0.1°
2025-09-11 19:11:57,270 - INFO - 🔄 Movement: L=47 ticks (-1.5mm), R=41 ticks (-1.3mm), Center=-1.4mm, Turn=-0.1°
2025-09-11 19:11:57,290 - INFO - 🔄 Movement: L=46 ticks (-1.4mm), R=39 ticks (-1.2mm), Center=-1.3mm, Turn=-0.1°
2025-09-11 19:11:57,311 - INFO - 🔄 Movement: L=47 ticks (-1.5mm), R=41 ticks (-1.3mm), Center=-1.4mm, Turn=-0.1°
2025-09-11 19:11:57,332 - INFO - 🔄 Movement: L=45 ticks (-1.4mm), R=40 ticks (-1.3mm), Center=-1.3mm, Turn=-0.1°
2025-09-11 19:11:57,354 - INFO - 🔄 Movement: L=45 ticks (-1.4mm), R=40 ticks (-1.3mm), Center=-1.3mm, Turn=-0.1°
2025-09-11 19:11:57,374 - INFO - 🔄 Movement: L=43 ticks (-1.4mm), R=37 ticks (-1.2mm), Center=-1.3mm, Turn=-0.1°
2025-09-11 19:11:57,383 - INFO - 🔄 Movement: L=11 ticks (-0.3mm), R=10 ticks (-0.3mm), Center=-0.3mm, Turn=-0.0°
2025-09-11 19:11:57,394 - INFO - 🔄 Movement: L=41 ticks (-1.3mm), R=36 ticks (-1.1mm), Center=-1.2mm, Turn=-0.1°
2025-09-11 19:11:57,414 - INFO - 🔄 Movement: L=40 ticks (-1.3mm), R=34 ticks (-1.1mm), Center=-1.2mm, Turn=-0.1°
2025-09-11 19:11:57,414 - INFO - 🔄 Movement: L=11 ticks (-0.3mm), R=11 ticks (-0.3mm), Center=-0.3mm, Turn=0.0°
2025-09-11 19:11:57,435 - INFO - 🔄 Movement: L=41 ticks (-1.3mm), R=35 ticks (-1.1mm), Center=-1.2mm, Turn=-0.1°
2025-09-11 19:11:57,440 - INFO - 🔄 Movement: L=11 ticks (-0.3mm), R=11 ticks (-0.3mm), Center=-0.3mm, Turn=0.0°
2025-09-11 19:11:57,450 - INFO - 🔄 Movement: L=38 ticks (-1.2mm), R=32 ticks (-1.0mm), Center=-1.1mm, Turn=-0.1°
2025-09-11 19:11:57,460 - INFO - 🔄 Movement: L=14 ticks (-0.4mm), R=13 ticks (-0.4mm), Center=-0.4mm, Turn=-0.0°
2025-09-11 19:11:57,471 - INFO - 🔄 Movement: L=36 ticks (-1.1mm), R=33 ticks (-1.0mm), Center=-1.1mm, Turn=-0.0°
2025-09-11 19:11:57,481 - INFO - 🔄 Movement: L=15 ticks (-0.5mm), R=13 ticks (-0.4mm), Center=-0.4mm, Turn=-0.0°
2025-09-11 19:11:57,491 - INFO - 🔄 Movement: L=36 ticks (-1.1mm), R=33 ticks (-1.0mm), Center=-1.1mm, Turn=-0.0°
2025-09-11 19:11:57,502 - INFO - 🔄 Movement: L=15 ticks (-0.5mm), R=13 ticks (-0.4mm), Center=-0.4mm, Turn=-0.0°
2025-09-11 19:11:57,512 - INFO - 🔄 Movement: L=34 ticks (-1.1mm), R=31 ticks (-1.0mm), Center=-1.0mm, Turn=-0.0°
2025-09-11 19:11:57,522 - INFO - 🔄 Movement: L=17 ticks (-0.5mm), R=15 ticks (-0.5mm), Center=-0.5mm, Turn=-0.0°
2025-09-11 19:11:57,533 - INFO - 🔄 Movement: L=33 ticks (-1.0mm), R=31 ticks (-1.0mm), Center=-1.0mm, Turn=-0.0°
2025-09-11 19:11:57,538 - INFO - 🔄 Movement: L=17 ticks (-0.5mm), R=14 ticks (-0.4mm), Center=-0.5mm, Turn=-0.0°
2025-09-11 19:11:57,556 - INFO - 🔄 Movement: L=32 ticks (-1.0mm), R=29 ticks (-0.9mm), Center=-1.0mm, Turn=-0.0°
2025-09-11 19:11:57,562 - INFO - 🔄 Movement: L=19 ticks (-0.6mm), R=18 ticks (-0.6mm), Center=-0.6mm, Turn=-0.0°
2025-09-11 19:11:57,580 - INFO - 🔄 Movement: L=31 ticks (-1.0mm), R=28 ticks (-0.9mm), Center=-0.9mm, Turn=-0.0°
2025-09-11 19:11:57,587 - INFO - 🔄 Movement: L=30 ticks (-0.9mm), R=26 ticks (-0.8mm), Center=-0.9mm, Turn=-0.0°
2025-09-11 19:11:57,592 - INFO - 🔄 Movement: L=20 ticks (-0.6mm), R=18 ticks (-0.6mm), Center=-0.6mm, Turn=-0.0°
2025-09-11 19:11:57,607 - INFO - 🔄 Movement: L=32 ticks (-1.0mm), R=29 ticks (-0.9mm), Center=-1.0mm, Turn=-0.0°
2025-09-11 19:11:57,613 - INFO - 🔄 Movement: L=20 ticks (-0.6mm), R=18 ticks (-0.6mm), Center=-0.6mm, Turn=-0.0°
2025-09-11 19:11:57,628 - INFO - 🔄 Movement: L=32 ticks (-1.0mm), R=29 ticks (-0.9mm), Center=-1.0mm, Turn=-0.0°
2025-09-11 19:11:57,633 - INFO - 🔄 Movement: L=17 ticks (-0.5mm), R=16 ticks (-0.5mm), Center=-0.5mm, Turn=-0.0°
2025-09-11 19:11:57,649 - INFO - 🔄 Movement: L=34 ticks (-1.1mm), R=32 ticks (-1.0mm), Center=-1.0mm, Turn=-0.0°
2025-09-11 19:11:57,654 - INFO - 🔄 Movement: L=17 ticks (-0.5mm), R=16 ticks (-0.5mm), Center=-0.5mm, Turn=-0.0°
2025-09-11 19:11:57,669 - INFO - 🔄 Movement: L=33 ticks (-1.0mm), R=31 ticks (-1.0mm), Center=-1.0mm, Turn=-0.0°
2025-09-11 19:11:57,675 - INFO - 🔄 Movement: L=16 ticks (-0.5mm), R=14 ticks (-0.4mm), Center=-0.5mm, Turn=-0.0°
2025-09-11 19:11:57,690 - INFO - 🔄 Movement: L=35 ticks (-1.1mm), R=34 ticks (-1.1mm), Center=-1.1mm, Turn=-0.0°
2025-09-11 19:11:57,695 - INFO - 🔄 Movement: L=16 ticks (-0.5mm), R=15 ticks (-0.5mm), Center=-0.5mm, Turn=-0.0°
2025-09-11 19:11:57,710 - INFO - 🔄 Movement: L=35 ticks (-1.1mm), R=34 ticks (-1.1mm), Center=-1.1mm, Turn=-0.0°
2025-09-11 19:11:57,715 - INFO - 🔄 Movement: L=14 ticks (-0.4mm), R=12 ticks (-0.4mm), Center=-0.4mm, Turn=-0.0°
2025-09-11 19:11:57,731 - INFO - 🔄 Movement: L=37 ticks (-1.2mm), R=37 ticks (-1.2mm), Center=-1.2mm, Turn=0.0°
2025-09-11 19:11:57,736 - INFO - 🔄 Movement: L=14 ticks (-0.4mm), R=12 ticks (-0.4mm), Center=-0.4mm, Turn=-0.0°
2025-09-11 19:11:57,757 - INFO - 🔄 Movement: L=38 ticks (-1.2mm), R=37 ticks (-1.2mm), Center=-1.2mm, Turn=-0.0°
2025-09-11 19:11:57,769 - INFO - 🔄 Movement: L=40 ticks (-1.3mm), R=39 ticks (-1.2mm), Center=-1.2mm, Turn=-0.0°
2025-09-11 19:11:57,794 - INFO - 🔄 Movement: L=40 ticks (-1.3mm), R=39 ticks (-1.2mm), Center=-1.2mm, Turn=-0.0°
2025-09-11 19:11:57,794 - INFO - 🔄 Movement: L=11 ticks (-0.3mm), R=10 ticks (-0.3mm), Center=-0.3mm, Turn=-0.0°
2025-09-11 19:11:57,809 - INFO - 🔄 Movement: L=39 ticks (-1.2mm), R=37 ticks (-1.2mm), Center=-1.2mm, Turn=-0.0°
2025-09-11 19:11:57,830 - INFO - 🔄 Movement: L=40 ticks (-1.3mm), R=40 ticks (-1.3mm), Center=-1.3mm, Turn=0.0°
2025-09-11 19:11:57,850 - INFO - 🔄 Movement: L=43 ticks (-1.4mm), R=41 ticks (-1.3mm), Center=-1.3mm, Turn=-0.0°
2025-09-11 19:11:57,871 - INFO - 🔄 Movement: L=48 ticks (-1.5mm), R=45 ticks (-1.4mm), Center=-1.5mm, Turn=-0.0°
2025-09-11 19:11:57,891 - INFO - 🔄 Movement: L=47 ticks (-1.5mm), R=45 ticks (-1.4mm), Center=-1.5mm, Turn=-0.0°
2025-09-11 19:11:57,917 - INFO - 🔄 Movement: L=51 ticks (-1.6mm), R=48 ticks (-1.5mm), Center=-1.6mm, Turn=-0.0°
2025-09-11 19:11:57,937 - INFO - 🔄 Movement: L=49 ticks (-1.5mm), R=47 ticks (-1.5mm), Center=-1.5mm, Turn=-0.0°
2025-09-11 19:11:57,955 - INFO - 🔄 Movement: L=53 ticks (-1.7mm), R=51 ticks (-1.6mm), Center=-1.6mm, Turn=-0.0°
2025-09-11 19:11:57,985 - INFO - 🔄 Movement: L=54 ticks (-1.7mm), R=51 ticks (-1.6mm), Center=-1.7mm, Turn=-0.0°
2025-09-11 19:11:57,996 - INFO - 🔄 Movement: L=54 ticks (-1.7mm), R=53 ticks (-1.7mm), Center=-1.7mm, Turn=-0.0°
2025-09-11 19:11:58,016 - INFO - 🔄 Movement: L=54 ticks (-1.7mm), R=53 ticks (-1.7mm), Center=-1.7mm, Turn=-0.0°
2025-09-11 19:11:58,037 - INFO - 🔄 Movement: L=52 ticks (-1.6mm), R=51 ticks (-1.6mm), Center=-1.6mm, Turn=-0.0°
2025-09-11 19:11:58,057 - INFO - 🔄 Movement: L=50 ticks (-1.6mm), R=48 ticks (-1.5mm), Center=-1.5mm, Turn=-0.0°
2025-09-11 19:11:58,078 - INFO - 🔄 Movement: L=49 ticks (-1.5mm), R=48 ticks (-1.5mm), Center=-1.5mm, Turn=-0.0°
2025-09-11 19:11:58,098 - INFO - 🔄 Movement: L=45 ticks (-1.4mm), R=46 ticks (-1.5mm), Center=-1.4mm, Turn=0.0°
2025-09-11 19:11:58,098 - INFO - 🔄 Movement: L=11 ticks (-0.3mm), R=11 ticks (-0.3mm), Center=-0.3mm, Turn=0.0°
